appendix,decision,page,stt,medicine_name,active_ingredient,dosage_form,packaging,standard,shelf_life_months,registration_number,previous_registration_number,renewal_count
Phụ lục II,Cấp giấy đăng ký lưu hành,60,7,Koselugo,"Selumetinib (dưới dạng Selumetinib hydrogen sulfate 30,25mg) 25mg",Viên nang cứng,Hộp 1 lọ x 60 viên,NSX,36,001110081326,,
Phụ lục II,Cấp giấy đăng ký lưu hành,60,8,Koselugo,"Selumetinib (dưới dạng Selumetinib Hydrogen Sulfate 12,1mg) 10mg",Viên nang cứng,Hộp 1 lọ x 60 viên,NSX,36,001110081426,,
Phụ lục II,Cấp giấy đăng ký lưu hành,60,9,Qlaira,"Viên nén bao phim màu vàng thẫm: Estradiol valerate micronized 3mg; Viên nén bao phim màu đỏ vừa: Estradiol valerate micronized 2mg, Dienogest micronized 2mg; Viên nén bao phim màu vàng nhạt: Estradiol valerate micronized 2mg, Dienogest micronized 3mg; Viên nén bao phim màu đỏ thẫm: Estradiol valerate micronized 1mg; Viên nén bao phim màu trắng không chứa hormon",Viên nén bao phim,"Hộp 1 vỉ x 28 viên, Alu-PVC",NSX,60,400110081526,,
Phụ lục II,Cấp giấy đăng ký lưu hành,61,10,Ferinject,Mỗi ml chứa: Sắt carboxymaltose 180mg (tương đương 50mg sắt)),Dung dịch tiêm/ truyền tĩnh mạch,Hộp 1 lọ x 2ml; Hộp 1 lọ x 10ml,NSX,36,400110081626,,
Phụ lục II,Cấp giấy đăng ký lưu hành,61,11,Fosaprepitant for injection 150mg,"Fosaprepitant dimeglumine (tương đương fosaprepitant 150mg) 245,3mg",Bột đông khô pha dung dịch tiêm truyền,Hộp 1 lọ,NSX,24,890110081726,,
Phụ lục II,Cấp giấy đăng ký lưu hành,61,12,Glanatec Ophthalmic Solution 0.4%,"Mỗi 5ml chứa: Ripasudil hydroclorid hydrat (tương đương Ripasudil 20mg) 24,48mg",Dung dịch nhỏ mắt,Hộp 1 Lọ x 5ml,NSX,24,499110081826,,
Phụ lục II,Cấp giấy đăng ký lưu hành,61,13,Vocinti 10mg,"Vonoprazan (dưới dạng Vonoprazan Fumarate 13,36mg) 10mg",Viên nén bao phim,Hộp 3 vỉ x 10 viên,NSX,36,499110081926,,
Phụ lục III,Gia hạn giấy đăng ký lưu hành,62,1,Clarithromycin tablets USP,Clarithromycin 250mg,Viên nén bao phim,Hộp 10 hộp x 1 vỉ 10 viên,USP hiện hành,36,890110082026,VN-22300-19,01
Phụ lục III,Gia hạn giấy đăng ký lưu hành,62,2,Zyvox,Linezolid 600mg/300ml,Dung dịch truyền,Hộp 10 túi dịch truyền 300ml,NSX,36,700110082126,VN-19301-15,01
Phụ lục III,Gia hạn giấy đăng ký lưu hành,62,3,Pasapil,Enalapril maleat 5mg,Viên nén,Hộp 3 vỉ x 10 viên,NSX,36,594110082226,VN-15829-12,01
Phụ lục III,Gia hạn giấy đăng ký lưu hành,62,4,Beatil 8 mg/5 mg,Perindopril tert- butylamin 8mg; Amlodipin (dưới dạng amlodipin besylat) 5mg,Viên nén,Hộp 3 vỉ x 10 viên,NSX,36,590110082326,VN-22145-19,01
Phụ lục V Thông tư 12/2025/TT-BYT,Gia hạn giấy đăng ký lưu hành,63,5,Amoksiklav Sachet,"Amoxicillin (dưới dạng amoxicillin trihydrat 1,00459g) 875mg; Acid clavulanic (dưới dạng Kali clavulanat 0,14899g) 125mg",Cốm pha hỗn dịch uống,Hộp 12 gói,NSX,24,900110082426,VN-18082-14,01
Phụ lục V Thông tư 12/2025/TT-BYT,Gia hạn giấy đăng ký lưu hành,63,6,Diprospan,"Betamethasone (dưới dạng betamethasone dipropionate) 5mg/ml, Betamethasone (dưới dạng betamethasone disodium phosphate) 2mg/ml",Hỗn dịch để tiêm,Hộp 1 ống 1ml,NSX,18,540110082526,VN-22026-19,01
Phụ lục V Thông tư 12/2025/TT-BYT,Gia hạn giấy đăng ký lưu hành,64,1,Pralmex inj,Metoclopramid HCL khan 10mg/2ml,Dung dịch tiêm,Hộp 12 ống x 2ml,NSX,36,893110082626,VD-24445-16,01
Phụ lục V Thông tư 12/2025/TT-BYT,Gia hạn giấy đăng ký lưu hành,64,2,Shimax-F,"Mỗi 1 ml chứa: Naphazolin hydroclorid 0,2675mg; Pheniramin maleat 3,15mg",Dung dịch nhỏ mắt,Hộp 01 lọ 15ml,NSX,36,893100082726,VD-34028-20,01
